0,574379,0,500
801908,318382,0,501
416383,786204,0,502
822771,732034,0,503
850993,157873,0,504
338586,563537,0,505
169274,348574,0,506
619259,397671,0,507
241071,844424,0,508
321801,165319,0,509
139493,557352,0,510
508785,174800,0,511
398934,404142,0,512
860858,546059,0,513
674365,860464,0,514
664159,550946,0,516
665845,557965,0,516
597173,575538,0,516
618600,551446,0,516
635690,608046,0,516
588100,557588,0,516
582015,546191,0,516
604678,574577,0,516
572029,518313,0,516
604737,574591,0,516
577728,587566,0,516
602013,574722,0,516
627968,574625,0,516
607269,536961,0,516
603145,574795,0,516
671919,571761,0,516
612184,570393,0,516
600032,575310,0,516
627912,593892,0,516
601967,604428,0,516
591851,569051,0,516
601444,572693,0,516
629718,558104,0,516
661430,603567,0,516
597551,556737,0,516
601182,582584,0,516
562704,570596,0,516
605107,563429,0,516
607214,575069,0,516
568824,570203,0,516
612485,518009,0,516
589244,573777,0,516
625579,551084,0,516
560237,500154,0,516
626224,569687,0,516
610666,551701,0,516
597428,569940,0,516
600582,599535,0,516
604168,555003,0,516
613871,550423,0,516
617310,551945,0,516
625728,579460,0,516
606300,566708,0,516
638559,558807,0,516
582176,630383,0,516
544056,577786,0,516
631297,578351,0,516
561574,621747,0,516
604973,574773,0,516
605284,556134,0,516
617910,592293,0,516
555904,640401,0,516
526559,509417,0,565
603849,572396,0,516
598634,619900,0,516
603359,589262,0,516
657455,567754,0,516
614279,599251,0,516
578496,631434,0,516
645171,595209,0,516
688015,533535,0,516
656477,573007,0,516
540029,563888,0,516
597418,538362,0,516
613545,574733,0,516
628696,542447,0,516
604157,574191,0,516
603126,497987,0,516
605850,533310,0,516
596179,529556,0,516
610330,552628,0,516
598184,531473,0,516
620438,511694,0,516
600202,622079,0,516
603021,577991,0,516
515612,540643,0,516
606548,574376,0,516
593490,623110,0,516
607084,595500,0,516
583728,563146,0,516
616044,533807,0,516
624452,584622,0,516
604438,574666,0,516
625709,660145,0,516
601376,579831,0,516
565148,557305,0,516
639418,537903,0,516
612799,537497,0,516
583653,652182,0,516
599808,596484,0,516
605250,573272,0,516
606738,601356,0,516
611044,571814,0,516
575440,568511,0,516
616329,529516,0,516
605927,572533,0,516
609286,586782,0,516
647354,579190,0,516
606929,571420,0,516
562920,559223,0,516
680357,620811,0,516
707100,601463,0,516
604294,574368,0,516
614917,600946,0,516
611508,503220,0,516
603789,574474,0,516
551740,588768,0,516
546031,570429,0,516
569197,559307,0,516
688712,568754,0,516
604067,574091,0,516
606809,572101,0,516
588597,622592,0,516
613840,534167,0,516
576263,547239,0,516
597077,568196,0,516
601339,571609,0,516
606011,569426,0,516
593398,559764,0,516
593166,622725,0,516
609796,532982,0,516
712648,607541,0,634
585048,505097,0,516
525967,565687,0,516
660327,585901,0,516
607604,573951,0,516
604001,573587,0,516
591484,571087,0,516
613868,585089,0,516
645464,660478,0,642
538571,654649,0,643
555429,604551,0,516
597620,586226,0,516
586097,567445,0,516
545235,539822,0,516
649088,575733,0,516
599123,616977,0,516
563763,559454,0,516
617717,613939,0,516
618869,577243,0,516
567188,560044,0,516
636628,533309,0,516
560362,567914,0,516
595014,632844,0,516
605876,550640,0,516
604352,573425,0,516
600679,599545,0,516
596891,579476,0,516
614943,540976,0,516
604415,571400,0,516
603698,573585,0,516
658199,568743,0,516
598759,582942,0,516
671269,590258,0,516
593317,534085,0,516
657985,453405,0,507
608557,590278,0,516
623004,508050,0,516
601900,569391,0,516
641031,593074,0,516
589658,640498,0,516
567565,573952,0,516
559078,570088,0,516
639431,588155,0,516
566609,537592,0,516
568570,579335,0,516
660650,615038,0,516
667639,571164,0,516
596796,529933,0,516
606111,617846,0,516
616060,590779,0,516
602873,527864,0,516
571334,594145,0,516
602167,543919,0,516
605100,573307,0,516
546640,560043,0,516
585195,555011,0,516
651740,589474,0,516
589112,536573,0,516
582057,543124,0,516
690968,555952,0,516
609030,552436,0,516
632125,541413,0,516
603445,630598,0,516
628264,616214,0,516
577242,574073,0,516
604090,574392,0,516
607911,576556,0,516
600665,638890,0,516
600117,539079,0,516
631182,565466,0,516
695646,652231,0,704
619445,567491,0,516
613191,571942,0,516
567428,580005,0,516
590583,623314,0,516
606289,670243,0,516
585175,574133,0,516
634967,579020,0,516
614615,574437,0,516
593061,579188,0,516
606933,576409,0,516
606587,573873,0,516
594084,629464,0,516
683697,581516,0,516
601530,577183,0,516
603055,589818,0,516
616561,619007,0,516
607463,477085,0,516
611581,572630,0,516
579712,568354,0,516
602887,595245,0,516
600039,557139,0,516
605913,579526,0,516
579773,568698,0,516
606324,544357,0,516
605958,573728,0,516
606144,575076,0,516
667472,570571,0,516
580048,565009,0,516
597802,576113,0,516
610263,574422,0,516
603855,575180,0,516
624369,532153,0,516
599870,591110,0,516
577167,617095,0,516
658403,611332,0,516
563460,480559,0,507
610980,522819,0,516
569422,567790,0,516
627727,578737,0,516
592804,584539,0,516
540783,626497,0,516
591823,639096,0,516
637323,549567,0,516
638078,629421,0,516
611315,560757,0,516
647103,573853,0,516
522993,595581,0,516
601187,531825,0,516
533799,564377,0,516
649034,528813,0,516
620975,564344,0,516
622407,583192,0,516
597026,642918,0,516
551291,576721,0,516
608768,610525,0,516
697959,614701,0,516
658281,582264,0,516
546632,599204,0,516
672565,564468,0,516
636500,587401,0,516
696144,548705,0,516
533551,582247,0,516
526802,551524,0,516
553038,606418,0,516
696601,603624,0,516
588964,597435,0,516
716139,621721,0,771
608529,586311,0,516
